#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 18:31:59       0      3      0      0      0      0      0 
 18:32:00       0      4      0      0      0      0      0 
 18:32:01       0      2      0      0      0      0      0 
 18:32:02       0      3      0      0      0      0      0 
 18:32:03       0      3      0      0      0      0      0 
 18:32:04       0      4      0      0      0      0      0 
 18:32:05       0      3      0      0      0      0      0 
 18:32:07       0      3      0      0      0      0      0 
 18:32:08       0     25      2      0      0      0      0 
 18:32:09       0     26      2      0      0      0      0 
 18:32:10       0      4      0      0      0      0      0 
 18:32:11       0      4      0      0      0      0      0 
 18:32:12       0      4      0      0      0      0      0 
 18:32:13       0      3      0      0      0      0      0 
 18:32:14       0      4      0      0      0      0      0 
 18:32:15       0      3      0      0      0      0      0 
 18:32:16       0      4      0      0      0      0      0 
 18:32:17       0      3      0      0      0      0      0 
 18:32:18       0      3      0      0      0      0      0 
 18:32:19       0      4      0      0      0      0      0 
 18:32:20       0      3      0      0      0      0      0 
 18:32:21       0      3      0      0      0      0      0 
 18:32:22       0      4      0      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 18:32:23       0      2      0      0      0      0      0 
 18:32:24       0      3      0      0      0      0      0 
 18:32:25       0      4      0      0      0      0      0 
 18:32:26       0      3      0      0      0      0      0 
 18:32:27       0      1      0      0      0      0      0 
 18:32:28       0      4      0      0      0      0      0 
 18:32:29       0     25      2      0      0      0      0 
 18:32:30       0     25      2      0      0      0      0 
 18:32:31       0      0      0      0      0      0      0 
 18:32:32       0      0      0      0      0      0      0 
 18:32:33       0      0      0      0      0      0      0 
 18:32:34       0      0      0      0      0      0      0 
 18:32:35       0      0      0      0      0      0      0 
 18:32:36       0      0      0      0      0      0      0 
 18:32:37       0      0      0      0      0      0      0 
 18:32:38       0      0      0      0      0      0      0 
 18:32:39       0      0      0      0      0      0      0 
 18:32:40       0      0      0      0      0      0      0 
 18:32:41       0      0      0      0      0      0      0 
 18:32:42       0      0      0      0      0      0      0 
 18:32:43       0      0      0      0      0      0      0 
 18:32:44       0      0      0      0      0      0      0 
 18:32:45       0      0      0      0      0      0      0 
 18:32:46       0      0      0      0      0      0      0 
 18:32:47       0      0      0      0      0      0      0 
 18:32:48       0      0      0      0      0      0      0 
 18:32:49       0      0      0      0      0      0      0 
 18:32:50       0      0      0      0      0      0      0 
 18:32:51       0      0      0      0      0      0      0 
 18:32:52       0      0      0      0      0      0      0 
 18:32:53       0      0      0      0      0      0      0 
 18:32:54       0      0      0      0      0      0      0 
 18:32:55       0      0      0      0      0      0      0 
 18:32:56       0      0      0      0      0      0      0 
 18:32:57       0      0      0      0      0      0      0 
 18:32:58       0      0      0      0      0      0      0 
 18:32:59       0      0      0      0      0      0      0 
 18:33:00       0      0      0      0      0      0      0 
 18:33:01       0      0      0      0      0      0      0 
 18:33:02       0      0      0      0      0      0      0 
 18:33:03       0      0      0      0      0      0      0 
 18:33:04       0      0      0      0      0      0      0 
 18:33:05       0      0      0      0      0      0      0 
 18:33:06       0      0      0      0      0      0      0 
